1300,0514
2580,0A14
3820,0EEC
4990,137E
6080,17C0
7070,1B9E
7930,1EFA
8660,21D4
9230,240E
9650,25B2
9910,26B6
10000,2710
9910,26B6
9650,25B2
9230,240E
8660,21D4
7930,1EFA
7070,1B9E
6080,17C0
5000,1388
3820,0EEC
2580,0A14
1300,0514
0,0000
-1300,FAEC
-2580,F5EC
-3820,F114
-4990,EC82
-6080,E840
-7070,E462
-7930,E106
-8660,DE2C
-9230,DBF2
-9650,DA4E
-9910,D94A
-10000,D8F0
-9910,D94A
-9650,DA4E
-9230,DBF2
-8660,DE2C
-7930,E106
-7070,E462
-6080,E840
-5000,EC78
-3820,F114
-2580,F5EC
-1300,FAEC
0,0000
